source,target,value
3359851,24742040,66.64
59804598,20642115,103.02
59804598,21187828,103.02
59804598,15519934,103.02
3359851,50000478,66.64
59804598,14269220,103.02
59804598,14709855,103.02
3253671,245487159,38.69
3359851,7573752,66.64
59804598,7159422,103.02
59804598,123004655,103.02
59804598,23580829,103.02
3359851,8541492,66.64
3359851,16043626,66.64
59804598,13786252,103.02
3359851,17047403,66.64
3359851,17140787,66.64
3253671,14269220,38.69
3359851,82424936,66.64
59804598,22836188,103.02
59804598,17120610,103.02
3253671,14921836,38.69
59804598,18666844,103.02
3359851,3253671,66.64
3359851,18838035,66.64
3359851,28521141,66.64
59804598,18819691,103.02
59804598,33987752,103.02
3359851,22900797,66.64
3359851,18429711,66.64
3253671,22900797,38.69
59804598,15913,103.02
59804598,43353248,103.02
3359851,27855118,66.64
3359851,15913,66.64
3359851,20014300,66.64
59804598,18429711,103.02
3253671,59804598,38.69
59804598,18742444,103.02
3359851,14709855,66.64
3359851,115485051,66.64
3359851,19970426,66.64
3253671,14456200,38.69
3359851,43003845,66.64
3253671,15913,38.69
59804598,15338794,103.02
59804598,27743318,103.02
3359851,113897988,66.64
59804598,3253671,103.02
59804598,17016709,103.02
3359851,18666844,66.64
3359851,14269220,66.64
59804598,82423836,103.02
3359851,15519934,66.64
3253671,126048747,38.69
3253671,16834674,38.69
3359851,24673002,66.64
3359851,29758446,66.64
59804598,14063949,103.02
3253671,3359851,38.69
3253671,20148083,38.69
3359851,59804598,66.64
3253671,14709855,38.69
3359851,19101284,66.64
3359851,7710472,66.64
3253671,17022544,38.69
59804598,19970426,103.02
59804598,245487159,103.02
3253671,18666844,38.69
3253671,17140787,38.69
3359851,17016709,66.64
59804598,15587031,103.02
3359851,23057107,66.64
59804598,14921836,103.02
59804598,3359851,103.02
3253671,8541492,38.69
59804598,19101284,103.02
3253671,7159422,38.69
3359851,57485925,66.64
59804598,5443002,103.02
3359851,47429047,66.64
3359851,17120610,66.64
3359851,143244854,66.64
3359851,53297035,66.64
3253671,16660064,38.69
3253671,123004655,38.69
59804598,17140787,103.02
59804598,18897157,103.02
3359851,19413393,66.64
59804598,40829802,103.02
18776017,10115042,53.77
18776017,10671602,53.77
813286,4812381,71.15
18776017,9451052,53.77
813286,19550535,71.15
813286,1193301,71.15
813286,15642256,71.15
18776017,7710472,53.77
813286,19214250,71.15
18776017,15567576,53.77
813286,5388602,71.15
18776017,47429047,53.77
18776017,14888584,53.77
813286,10115042,71.15
813286,18206161,71.15
813286,6017542,71.15
18776017,92359611,53.77
18776017,20403716,53.77
813286,12,71.15
18776017,33464639,53.77
18776017,15234679,53.77
813286,12101862,71.15
18776017,52968650,53.77
18776017,17526132,53.77
18776017,44522731,53.77
18776017,27855118,53.77
813286,16148215,71.15
813286,29841900,71.15
18776017,12101862,53.77
18776017,87764480,53.77
813286,3060631,71.15
813286,20253729,71.15
813286,20166278,71.15
813286,15567576,71.15
18776017,19101284,53.77
18776017,15222083,53.77
18776017,18849313,53.77
18776017,15234657,53.77
813286,20403716,71.15
18776017,756379,53.77
813286,7710472,71.15
18776017,58714972,53.77
813286,20564827,71.15
813286,19101284,71.15
813286,14336082,71.15
18776017,48485771,53.77
18776017,16957273,53.77
18776017,14313005,53.77
18776017,18927441,53.77
18776017,15913,53.77
7860742,14199979,51.46
7860742,48485771,51.46
813286,2384071,71.15
7860742,3039101,51.46
813286,4213251,71.15
813286,12513,71.15
7860742,681813,51.46
7860742,12044602,51.46
813286,22362068,71.15
7860742,14464369,51.46
7860742,10228272,51.46
813286,13461662,71.15
7860742,813286,51.46
7860742,26173611,51.46
813286,20711514,71.15
813286,19102458,71.15
813286,13504092,71.15
813286,12044602,71.15
7860742,18927441,51.46
7860742,14415105,51.46
813286,3752691,71.15
813286,755959,71.15
813286,33191389,71.15
813286,19119192,71.15
7860742,14589257,51.46
7860742,39680464,51.46
7860742,11928542,51.46
813286,27580305,71.15
15849055,10280632,30.17
11027262,48947837,50.31
15849055,15489348,30.17
15849055,10956212,30.17
11027262,15489348,50.31
15849055,16445251,30.17
15849055,16226181,30.17
15849055,17939204,30.17
15849055,127437545,30.17
15849055,21339164,30.17
15849055,15130498,30.17
11027262,16226181,50.31
11027262,15130498,50.31
11027262,10280632,50.31
15849055,126253219,30.17
11027262,127437545,50.31
11027262,126253219,50.31
15849055,48947837,30.17
11027262,21339164,50.31
11027262,18922346,50.31
15849055,11027262,30.17
11027262,10956212,50.31
11027262,15849055,50.31
16247469,14080429,41.85
16247469,2898611,41.85
16247469,37358508,41.85
16247469,16069548,41.85
16247469,6632012,41.85
79797834,30364057,58.61
16247469,25787134,41.85
16247469,14876672,41.85
16247469,16334824,41.85
16247469,21614669,41.85
16247469,9026642,41.85
16247469,15252359,41.85
79797834,115485051,58.61
16247469,7729542,41.85
16247469,15249171,41.85
16247469,73182515,41.85
16247469,18703699,41.85
16247469,20571654,41.85
16247469,126478472,41.85
16247469,51564922,41.85
16247469,13229902,41.85
16247469,16848203,41.85
16247469,194397899,41.85
16247469,39998413,41.85
16247469,21446951,41.85
16247469,133315738,41.85
16247469,27968064,41.85
16247469,76745164,41.85
12611642,1183041,44.01
17093617,46319532,42.95
52758395,84717566,32.48
52758395,28123862,32.48
52758395,50115087,32.48
52758395,87997739,32.48
52758395,21436960,32.48
52758395,52066462,32.48
12611642,144003355,44.01
52758395,20060293,32.48
17093617,972651,42.95
52758395,14217740,32.48
12611642,18396070,44.01
17093617,14208982,42.95
12611642,15165493,44.01
52758395,62829259,32.48
17093617,16895274,42.95
17093617,34554134,42.95
12611642,20060293,44.01
52758395,4620451,32.48
12611642,17842366,44.01
52758395,38222521,32.48
52758395,11180212,32.48
17093617,13462442,42.95
52758395,25565646,32.48
52758395,19802879,32.48
17093617,1344951,42.95
52758395,44134466,32.48
12611642,14848513,44.01
52758395,15921684,32.48
52758395,109571377,32.48
52758395,16817883,32.48
12611642,14702533,44.01
52758395,14458660,32.48
52758395,28184452,32.48
12611642,52146755,44.01
52758395,14848513,32.48
12611642,52758395,44.01
52758395,53175445,32.48
52758395,11197712,32.48
52758395,18967754,32.48
52758395,11348282,32.48
52758395,86336234,32.48
52758395,91409081,32.48
12611642,14208982,44.01
52758395,12611642,32.48
12611642,28521141,44.01
12611642,19802879,44.01
12611642,87798068,44.01
52758395,18194898,32.48
52758395,14208982,32.48
52758395,8320432,32.48
12611642,34554134,44.01
12611642,15661871,44.01
52758395,93714983,32.48
52758395,52768208,32.48
52758395,16895274,32.48
52758395,52146755,32.48
52758395,53280402,32.48
52758395,105263800,32.48
17093617,15234407,42.95
17093617,14702533,42.95
52758395,14807898,32.48
52758395,21581503,32.48
52758395,16580226,32.48
52758395,15402623,32.48
52758395,7429892,32.48
52758395,17939037,32.48
17093617,10350,42.95
12611642,13462442,44.01
52758395,127958577,32.48
52758395,30258963,32.48
52758395,18746273,32.48
52758395,87520051,32.48
12611642,7093352,44.01
52758395,65647594,32.48
52758395,14892073,32.48
52758395,85891683,32.48
12611642,1068831,44.01
52758395,82453323,32.48
52758395,84716479,32.48
52758395,18164420,32.48
52758395,767,32.48
12611642,16895274,44.01
52758395,65707359,32.48
52758395,1183041,32.48
17093617,78682833,42.95
52758395,18396070,32.48
52758395,41441873,32.48
65913144,15488254,34.9
65913144,12681982,34.9
22841103,21338001,31.0
12611642,18583083,44.01
22841103,21575193,31.0
17092592,25726710,56.26
17092592,14323435,56.26
17092592,5974992,56.26
22841103,16984959,31.0
17092592,14999606,56.26
17092592,14413133,56.26
22841103,14691709,31.0
17092592,15098511,56.26
65913144,12611642,34.9
22841103,20152005,31.0
22841103,69679166,31.0
12611642,170675435,44.01
17092592,13275962,56.26
22841103,21158690,31.0
12611642,14416404,44.01
22841103,6825792,31.0
12611642,25726710,44.01
22841103,20104303,31.0
22841103,17589133,31.0
13275962,16043008,36.25
17092592,14691709,56.26
12611642,18393166,44.01
12611642,14610391,44.01
22841103,16415670,31.0
22841103,18583083,31.0
13275962,9440792,36.25
13275962,223247584,36.25
17092592,17589133,56.26
17092592,21033271,56.26
17092592,23630066,56.26
17092592,17214479,56.26
22841103,14155052,31.0
12611642,624473,44.01
22841103,18345193,31.0
12611642,22841103,44.01
22841103,25609804,31.0
22841103,14692604,31.0
22841103,22997147,31.0
65913144,20152005,34.9
17092592,17495434,56.26
22841103,19329792,31.0
17092592,14180231,56.26
13275962,18826638,36.25
12611642,28933226,44.01
12611642,19192517,44.01
17092592,135717713,56.26
17092592,7966682,56.26
17092592,20319646,56.26
12611642,14997974,44.01
65913144,14453798,34.9
13275962,21469948,36.25
17092592,25609804,56.26
13275962,5974992,36.25
65913144,13275962,34.9
22841103,14424667,31.0
13275962,7377812,36.25
17092592,18826638,56.26
13275962,8005202,36.25
17092592,18978727,56.26
17092592,34244280,56.26
17092592,16619276,56.26
65913144,13494882,34.9
13275962,14424667,36.25
17092592,8005202,56.26
12611642,14691709,44.01
17092592,15190930,56.26
22841103,36311369,31.0
13275962,3040621,36.25
17092592,16519176,56.26
17092592,15375238,56.26
12611642,14628409,44.01
12611642,18345193,44.01
12611642,14413133,44.01
22841103,17214479,31.0
12611642,14204102,44.01
13275962,65913144,36.25
12611642,3040621,44.01
12611642,14575846,44.01
17092592,18393166,56.26
12611642,18069427,44.01
17092592,18583083,56.26
17092592,14256551,56.26
65913144,3040621,34.9
17092592,16651072,56.26
17092592,624473,56.26
22841103,5974992,31.0
13275962,16089052,36.25
12611642,229141679,44.01
12611642,14999606,44.01
17092592,1124531,56.26
22841103,17092592,31.0
17092592,22275457,56.26
22841103,14999606,31.0
22841103,18715024,31.0
22841103,16572223,31.0
12611642,16415670,44.01
12611642,18597723,44.01
17092592,20603058,56.26
17092592,13588012,56.26
17092592,21575193,56.26
12611642,15190930,44.01
12611642,114910205,44.01
12611642,14544502,44.01
13275962,9134752,36.25
22841103,14620122,31.0
12611642,9440792,44.01
12611642,17794004,44.01
22841103,24586098,31.0
17092592,14424667,56.26
22841103,27837808,31.0
17092592,114910205,56.26
17092592,7377812,56.26
22841103,11077902,31.0
17092592,18597723,56.26
17092592,29994187,56.26
22841103,14575846,31.0
17092592,49852058,56.26
17092592,14155052,56.26
17092592,15015040,56.26
17092592,22997147,56.26
17092592,11907412,56.26
65913144,18069427,34.9
22841103,106638964,31.0
12611642,64356419,44.01
17092592,20152005,56.26
65913144,22997147,34.9
22841103,89595997,31.0
17092592,14038862,56.26
22841103,12611642,31.0
17092592,4113261,56.26
12611642,15717287,44.01
12611642,20603058,44.01
65913144,14692604,34.9
13275962,5735742,36.25
17092592,13869742,56.26
17092592,89595997,56.26
12611642,21375816,44.01
65913144,17794004,34.9
17092592,14997974,56.26
22841103,13869742,31.0
13275962,278598746,36.25
22841103,92357649,31.0
12611642,11907412,44.01
12611642,321028432,44.01
65913144,14180231,34.9
17092592,11077902,56.26
22841103,8005202,31.0
12611642,24586098,44.01
17092592,28933226,56.26
17092592,17794004,56.26
65913144,14997974,34.9
12611642,135717713,44.01
22841103,15488254,31.0
22841103,14038862,31.0
12611642,17589133,44.01
22841103,114910205,31.0
13275962,18069427,36.25
65913144,7377812,34.9
17092592,3040621,56.26
22841103,16421419,31.0
17092592,19533970,56.26
17092592,36311369,56.26
17092592,18762284,56.26
12611642,20152005,44.01
17092592,17783001,56.26
22841103,21224587,31.0
17092592,16089052,56.26
12611642,18826638,44.01
22841103,18762284,31.0
12611642,21158690,44.01
17092592,38318388,56.26
17092592,131003737,56.26
12611642,14620122,44.01
17092592,12681982,56.26
17092592,7939342,56.26
17092592,170395163,56.26
22841103,14610391,31.0
22841103,7377812,31.0
17092592,14587095,56.26
17092592,18345193,56.26
13275962,170395163,36.25
17092592,14416404,56.26
17092592,13862162,56.26
22841103,17794004,31.0
17092592,15717287,56.26
13275962,15717287,36.25
65913144,235818781,34.9
17092592,14692604,56.26
12611642,23797102,44.01
65913144,8005202,34.9
22841103,15190930,31.0
17092592,18715024,56.26
22841103,12681982,31.0
17092592,21338001,56.26
65913144,8004732,34.9
17092592,69679166,56.26
65913144,16089052,34.9
12611642,14424667,44.01
12611642,14587095,44.01
13275962,8004732,36.25
17092592,235818781,56.26
12611642,19533970,44.01
3359851,6480652,66.64
3359851,816653,66.64
3359851,62581962,66.64
107418464,6480652,38.72
3359851,15447248,66.64
3359851,15661871,66.64
3359851,52146755,66.64
107418464,6480682,38.72
3359851,20035593,66.64
3359851,15485441,66.64
3359851,18548221,66.64
3359851,19637934,66.64
107418464,114638448,38.72
3359851,14506253,66.64
3359851,1922861,66.64
107418464,15485441,38.72
107418464,22027186,38.72
3359851,17220817,66.64
3359851,90420314,66.64
3359851,117848769,66.64
3359851,24742040,66.64
3359851,15122553,66.64
3359851,139162440,66.64
107418464,15913,38.72
3359851,17140787,66.64
107418464,120943272,38.72
3359851,36686415,66.64
107418464,15666380,38.72
107418464,25521487,38.72
107418464,36686415,38.72
3359851,20793816,66.64
3359851,15913,66.64
3359851,256573865,66.64
107418464,336116660,38.72
107418464,423904716,38.72
3359851,60101131,66.64
3359851,115485051,66.64
3359851,6480682,66.64
3359851,500042487,66.64
107418464,23235056,38.72
107418464,90420314,38.72
3359851,14269220,66.64
3359851,15666380,66.64
3359851,28521141,66.64
3359851,17461978,66.64
3359851,23235056,66.64
3359851,18131961,66.64
3359851,30313925,66.64
3359851,25521487,66.64
3359851,22677790,66.64
3359851,14372486,66.64
3359851,20204927,66.64
3359851,14515734,66.64
107418464,26053643,38.72
107418464,14506253,38.72
3359851,30364057,66.64
3359851,14749383,66.64
3359851,21637624,66.64
3359851,52613032,66.64
3359851,32477385,66.64
107418464,115485051,38.72
107418464,3359851,38.72
3359851,23544596,66.64
107418464,6398912,38.72
107418464,407977463,38.72
3359851,3296721,66.64
59804598,3443591,103.02
3359851,20642115,66.64
3359851,15447248,66.64
5442012,3359851,95.39
5442012,16619881,95.39
12611642,35631575,44.01
13275962,19732725,36.25
59804598,14903310,103.02
3359851,7626162,66.64
59804598,5445442,103.02
59804598,6896262,103.02
5442012,2841151,95.39
3359851,19732725,66.64
59804598,8001572,103.02
13275962,61475880,36.25
59804598,5638602,103.02
5442012,3721461,95.39
5442012,6724092,95.39
12611642,6724092,44.01
3359851,4068821,66.64
5442012,5380672,95.39
3359851,59414975,66.64
3359851,55338862,66.64
5442012,5445442,95.39
5442012,183663839,95.39
3359851,8001572,66.64
3359851,5947722,66.64
59804598,5650332,103.02
3359851,20595739,66.64
59804598,2589661,103.02
5442012,3296721,95.39
59804598,27855118,103.02
3359851,18548221,66.64
3359851,6086752,66.64
12611642,2757281,44.01
59804598,1249431,103.02
59804598,1065921,103.02
3359851,27956824,66.64
5442012,7334662,95.39
5442012,24090007,95.39
12611642,7376382,44.01
5442012,4398351,95.39
3359851,7852172,66.64
12611642,3749371,44.01
3359851,297472992,66.64
12611642,19732725,44.01
5442012,11461102,95.39
5442012,7861312,95.39
59804598,3040621,103.02
3359851,92359611,66.64
5442012,92359611,95.39
3359851,14413075,66.64
3359851,31353077,66.64
3359851,6724092,66.64
59804598,14709855,103.02
12611642,35164139,44.01
3359851,17220817,66.64
5442012,14553620,95.39
59804598,5774432,103.02
59804598,13275962,103.02
3359851,3440721,66.64
3359851,3824401,66.64
3359851,2757281,66.64
3359851,7334662,66.64
59804598,6086752,103.02
5442012,24911468,95.39
3359851,4398351,66.64
3359851,16685316,66.64
3359851,7376382,66.64
59804598,39569182,103.02
5442012,151223147,95.39
12611642,5442012,44.01
59804598,7409232,103.02
5442012,21586418,95.39
59804598,14269220,103.02
3359851,3721461,66.64
59804598,3440721,103.02
3359851,3380291,66.64
3359851,2549701,66.64
59804598,7159422,103.02
3359851,5774432,66.64
59804598,2549701,103.02
5442012,234640701,95.39
3359851,6896262,66.64
12611642,20595739,44.01
59804598,6724092,103.02
5442012,8054392,95.39
5442012,14269220,95.39
5442012,3440721,95.39
12611642,18181487,44.01
13275962,11461102,36.25
59804598,11461102,103.02
5442012,1937751,95.39
59804598,19960690,103.02
13275962,3040621,36.25
3359851,5773532,66.64
12611642,3040621,44.01
3359851,5906322,66.64
13275962,1065921,36.25
3359851,5442012,66.64
59804598,18666844,103.02
12611642,618593,44.01
59804598,7376382,103.02
3359851,1249431,66.64
59804598,55338862,103.02
5442012,15913,95.39
3359851,21339114,66.64
59804598,24911468,103.02
59804598,2757281,103.02
5442012,44399968,95.39
5442012,2549701,95.39
59804598,59414975,103.02
12611642,14709855,44.01
59804598,1937751,103.02
3359851,13275962,66.64
59804598,14553620,103.02
59804598,430174478,103.02
3359851,17526132,66.64
59804598,3721461,103.02
5442012,22565101,95.39
5442012,17526132,95.39
3359851,22565101,66.64
5442012,3040621,95.39
59804598,14503124,103.02
5442012,2911091,95.39
3359851,3040621,66.64
5442012,3242491,95.39
5442012,8001572,95.39
3359851,7885972,66.64
3359851,61475880,66.64
59804598,22970486,103.02
59804598,15913,103.02
3359851,5380672,66.64
3359851,15677036,66.64
12611642,59804598,44.01
5442012,5906322,95.39
5442012,15447248,95.39
3359851,27855118,66.64
3359851,15913,66.64
59804598,19732725,103.02
59804598,2911091,103.02
3359851,5971232,66.64
3359851,16956955,66.64
12611642,2911091,44.01
3359851,14709855,66.64
12611642,5906322,44.01
3359851,1937751,66.64
3359851,2751831,66.64
59804598,126979753,103.02
3359851,2593511,66.64
5442012,59414975,95.39
5442012,2593511,95.39
59804598,7861312,103.02
59804598,21586418,103.02
59804598,27956824,103.02
3359851,18666844,66.64
3359851,5445442,66.64
3359851,14269220,66.64
3359851,19558435,66.64
5442012,27855118,95.39
59804598,20642115,103.02
3359851,5650332,66.64
5442012,16901887,95.39
59804598,183663839,103.02
12611642,3359851,44.01
3359851,14783047,66.64
5442012,11272122,95.39
3359851,16619881,66.64
5442012,5650332,95.39
3359851,3443591,66.64
3359851,11461102,66.64
3359851,41073372,66.64
12611642,9113072,44.01
5442012,19732725,95.39
5442012,59804598,95.39
3359851,59804598,66.64
5442012,5774432,95.39
3359851,3242491,66.64
3359851,15135752,66.64
5442012,61475880,95.39
12611642,14269220,44.01
3359851,19960690,66.64
3359851,2585721,66.64
12611642,19558435,44.01
5442012,2757281,95.39
3359851,13851832,66.64
59804598,4398351,103.02
5442012,6086752,95.39
59804598,3824401,103.02
59804598,3296721,103.02
5442012,14783047,95.39
12611642,3443591,44.01
12611642,1937751,44.01
12611642,41073372,44.01
3359851,7861312,66.64
3359851,9113072,66.64
59804598,2593511,103.02
3359851,12611642,66.64
12611642,16366923,44.01
3359851,657863,66.64
12611642,14413715,44.01
12611642,50600062,44.01
59804598,2585721,103.02
59804598,8054392,103.02
5442012,430174478,95.39
59804598,94454911,103.02
59804598,4068821,103.02
59804598,22565101,103.02
3359851,8054392,66.64
59804598,92359611,103.02
12611642,94454911,44.01
59804598,3359851,103.02
3359851,14740219,66.64
5442012,6896262,95.39
3359851,14553620,66.64
3359851,13894102,66.64
3359851,94454911,66.64
13275962,3359851,36.25
3359851,28474662,66.64
3359851,1065921,66.64
59804598,11272122,103.02
59804598,151223147,103.02
5442012,14994418,95.39
3359851,14327149,66.64
3359851,14994418,66.64
3359851,17071046,66.64
5442012,18666844,95.39
59804598,26280712,103.02
3359851,14503124,66.64
3359851,26280712,66.64
5442012,3824401,95.39
5442012,12611642,95.39
3359851,14413715,66.64
59804598,17526132,103.02
3359851,16901887,66.64
59804598,3242491,103.02
12611642,7626162,44.01
12611642,8054392,44.01
5442012,7626162,95.39
5442012,18181487,95.39
5442012,2585721,95.39
3359851,2841151,66.64
5442012,94454911,95.39
59804598,12611642,103.02
3359851,30614676,66.64
3359851,20943986,66.64
59804598,2841151,103.02
3359851,2911091,66.64
5442012,20943986,95.39
5442012,4068821,95.39
59804598,14783047,103.02
5442012,1065921,95.39
52772629,16610683,45.9
16610683,19272417,32.39
356963,17870415,71.33
356963,15456622,71.33
52772629,55774545,45.9
356963,17870501,71.33
52772629,16339573,45.9
16726878,16871402,50.84
16610683,16339573,32.39
16610683,40598362,32.39
16726878,177443823,50.84
356963,509323,71.33
356963,14958507,71.33
356963,16107051,71.33
16610683,35293927,32.39
13274152,356963,43.52
356963,17643774,71.33
13274152,177443823,43.52
356963,13607,71.33
16610683,15713358,32.39
356963,44984134,71.33
16610683,16060931,32.39
13274152,17870501,43.52
52772629,15081902,45.9
16726878,209773622,50.84
356963,16457564,71.33
16726878,21146523,50.84
16610683,32640074,32.39
356963,21931952,71.33
356963,16530279,71.33
16610683,81526802,32.39
52772629,40598362,45.9
52772629,239834955,45.9
356963,197141866,71.33
356963,27463744,71.33
356963,19996594,71.33
356963,35702691,71.33
356963,21212145,71.33
16610683,55774545,32.39
16726878,5467502,50.84
16610683,356963,32.39
16610683,22636399,32.39
356963,16953895,71.33
16726878,15275738,50.84
16610683,239834955,32.39
16610683,251934438,32.39
356963,18103410,71.33
356963,216126534,71.33
356963,14120253,71.33
52772629,158920480,45.9
356963,39782670,71.33
16610683,15081902,32.39
356963,5413762,71.33
16726878,13274152,50.84
356963,259110723,71.33
356963,12600372,71.33
52772629,52080552,45.9
13274152,21146523,43.52
13274152,15312009,43.52
16610683,52772629,32.39
52772629,15716342,45.9
356963,15534579,71.33
52772629,16060931,45.9
356963,9406452,71.33
52772629,15707066,45.9
16610683,14267057,32.39
16610683,14839415,32.39
356963,16901455,71.33
13274152,5467502,43.52
356963,9870342,71.33
356963,17129546,71.33
16726878,16530279,50.84
356963,38272894,71.33
356963,18030840,71.33
16610683,22960613,32.39
52772629,32640074,45.9
52772629,15312009,45.9
13274152,14563857,43.52
16726878,47770257,50.84
356963,51662201,71.33
356963,15780631,71.33
356963,50888802,71.33
356963,18681592,71.33
16610683,52080552,32.39
356963,57186667,71.33
16610683,29674222,32.39
356963,16339573,71.33
13274152,22960613,43.52
356963,13274152,71.33
16610683,15707066,32.39
356963,2029971,71.33
16610683,799802,32.39
16610683,16471415,32.39
16610683,25666473,32.39
356963,85416304,71.33
356963,21523946,71.33
16610683,158920480,32.39
356963,136055942,71.33
16610683,15716342,32.39
356963,95822575,71.33
356963,90630206,71.33
13274152,16871402,43.52
13274152,16726878,43.52
16610683,15312009,32.39
356963,16871402,71.33
356963,19579040,71.33
356963,29674222,71.33
356963,15312009,71.33
16726878,19996594,50.84
16726878,25521487,50.84
356963,22559840,71.33
356963,6598572,71.33
356963,91718540,71.33
13274152,15275738,43.52
356963,68571415,71.33
16610683,14839489,32.39
813286,14467688,71.15
813286,21139824,71.15
813286,18996905,71.15
813286,17929376,71.15
813286,16075436,71.15
813286,20189084,71.15
813286,6273762,71.15
88323281,134547857,33.65
100318079,17434613,49.89
100318079,34428380,49.89
88323281,149680650,33.65
88323281,136046012,33.65
88323281,68173343,33.65
88323281,153538346,33.65
88323281,97251730,33.65
88323281,76494006,33.65
100318079,134940306,49.89
100318079,113058991,49.89
100318079,394263193,49.89
88323281,100318079,33.65
88323281,131369976,33.65
100318079,148519842,49.89
88323281,155951259,33.65
100318079,116498875,49.89
88323281,34428380,33.65
100318079,54228724,49.89
100318079,125120339,49.89
88323281,75873304,33.65
88323281,134940306,33.65
88323281,133055665,33.65
100318079,43003845,49.89
88323281,116498875,33.65
88323281,187695865,33.65
88323281,172883064,33.65
100318079,17675120,49.89
88323281,14946999,33.65
88323281,118871841,33.65
88323281,113058991,33.65
88323281,31331740,33.65
100318079,133055665,49.89
88323281,88799128,33.65
100318079,27633075,49.89
88323281,27633075,33.65
88323281,159995010,33.65
88323281,357788048,33.65
88323281,247583674,33.65
88323281,53496283,33.65
100318079,40981798,49.89
88323281,117901353,33.65
100318079,37699718,49.89
88323281,468668796,33.65
100318079,307458983,49.89
88323281,114782622,33.65
88323281,43003845,33.65
88323281,110760237,33.65
88323281,193503847,33.65
100318079,276706356,49.89
88323281,276706356,33.65
88323281,83250127,33.65
88323281,239132831,33.65
88323281,201045271,33.65
88323281,116036694,33.65
88323281,165598423,33.65
88323281,86169620,33.65
88323281,127016368,33.65
88323281,160267464,33.65
88323281,173314992,33.65
88323281,136429718,33.65
100318079,116036694,49.89
88323281,147665130,33.65
88323281,131532346,33.65
100318079,70492333,49.89
88323281,98426460,33.65
100318079,28465635,49.89
100318079,31331740,49.89
100318079,22462180,49.89
88323281,22462180,33.65
88323281,150273565,33.65
88323281,126391227,33.65
100318079,19493072,49.89
88323281,40981798,33.65
88323281,28465635,33.65
88323281,85716069,33.65
100318079,117901353,49.89
88323281,150070308,33.65
100318079,172883064,49.89
88323281,88314865,33.65
88323281,158419434,33.65
88323281,227674643,33.65
100318079,55033682,49.89
100318079,158419434,49.89
88323281,127249741,33.65
88323281,125120339,33.65
88323281,74860418,33.65
88323281,166811519,33.65
100318079,83032174,49.89
100318079,88323281,49.89
88323281,134548250,33.65
88323281,134301914,33.65
88323281,108298982,33.65
88323281,17675120,33.65
100318079,95260836,49.89
3359851,396278480,66.64
3359851,19240388,66.64
3359851,150634158,66.64
3359851,14703499,66.64
3359851,27280073,66.64
3359851,15112961,66.64
3359851,121258930,66.64
3359851,142457170,66.64
3359851,44244590,66.64
3359851,18866772,66.64
3359851,36385076,66.64
3359851,14063949,66.64
3359851,31037985,66.64
3359851,19603370,66.64
3359851,38515515,66.64
3359851,22363892,66.64
3359851,24942585,66.64
3359851,23140494,66.64
3359851,17140787,66.64
3359851,144040563,66.64
3359851,175624200,66.64
3359851,15913,66.64
3359851,19993335,66.64
3359851,146155608,66.64
3359851,28202547,66.64
3359851,22958268,66.64
3359851,5445442,66.64
3359851,35831048,66.64
3359851,131319392,66.64
3359851,5452672,66.64
3359851,31067157,66.64
3359851,146071420,66.64
3359851,80273245,66.64
3359851,1712051,66.64
3359851,16930113,66.64
3359851,47429047,66.64
3359851,26280712,66.64
3359851,3096071,66.64
3359851,48485771,66.64
3359851,15520280,66.64
3253671,18666844,38.69
3253671,174541760,38.69
3253671,15557692,38.69
3253671,19774817,38.69
3253671,14355610,38.69
3253671,20397258,38.69
3253671,14269220,38.69
3253671,1045521,38.69
3253671,11461102,38.69
3253671,5650332,38.69
3253671,16660064,38.69
3253671,332393820,38.69
3253671,6086752,38.69
18776017,16098603,53.77
18776017,9451052,53.77
18776017,7079062,53.77
16098603,18776017,38.24
18776017,24585498,53.77
18776017,52968650,53.77
16098603,352359490,38.24
16098603,21158690,38.24
16098603,9451052,38.24
16098603,102903198,38.24
16098603,7079062,38.24
16098603,20315513,38.24
16098603,16038438,38.24
16098603,52968650,38.24
18776017,20315513,53.77
16098603,212018296,38.24
16098603,16890969,38.24
242479442,21020539,41.36
242479442,17224642,41.36
242479442,17194362,41.36
242479442,61949499,41.36
17093617,263292498,42.95
17093617,22646938,42.95
17093617,87348895,42.95
17093617,22883726,42.95
440963134,163238842,31.76
195475105,17675120,42.77
195475105,280935165,42.77
195475105,8088112,42.77
100318079,17434613,49.89
195475105,191924526,42.77
88323281,387325472,33.65
197504076,133055665,32.76
197504076,151338729,32.76
195475105,188102842,42.77
440963134,195475105,31.76
88323281,459737164,33.65
187773078,314316607,35.33
440963134,461410856,31.76
197504076,160267464,32.76
440963134,83250127,31.76
195475105,27633075,42.77
100318079,34428380,49.89
440963134,153226312,31.76
88323281,72357609,33.65
195475105,43003845,42.77
195475105,349994706,42.77
197504076,256141281,32.76
187773078,133055665,35.33
88323281,333161611,33.65
100318079,529007327,49.89
197504076,149538028,32.76
100318079,123371682,49.89
440963134,155661154,31.76
440963134,124528830,31.76
195475105,187773078,42.77
100318079,17116707,49.89
88323281,200559228,33.65
197504076,34428380,32.76
100318079,197504076,49.89
100318079,27077521,49.89
88323281,97251730,33.65
100318079,355823615,49.89
195475105,149538028,42.77
440963134,113058991,31.76
187773078,153226312,35.33
187773078,40981798,35.33
197504076,172883064,32.76
440963134,12925072,31.76
100318079,134940306,49.89
440963134,279787626,31.76
195475105,124528830,42.77
